accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays
73,1,4.965339,creditcard,72.1472222222
39,1,4.52458,creditcard,38.8729166667
107,1,4.745402,creditcard,0.0
2000,1,5.040929,creditcard,0.132638888889
2000,1,4.921349,creditcard,246.218055556
48,1,4.876771,creditcard,0.0
69,1,4.921349,creditcard,0.0
2000,1,4.461622,creditcard,0.00277777777778
370,1,4.836982,paypal,0.0
2000,1,4.921318,paypal,375.109722222
54,1,4.921349,paypal,0.0
2000,1,4.895263,paypal,0.0
122,1,4.962055,paypal,0.0
2000,1,4.748314,paypal,0.0
133,1,4.836982,creditcard,0.55
1142,1,4.962055,creditcard,0.0
837,1,5.017904,creditcard,0.0
3,1,4.742303,creditcard,2.41388888889
1587,1,4.745402,creditcard,0.0444444444444
2000,1,4.921318,creditcard,0.00277777777778
2000,1,4.748314,paypal,0.0
1623,1,5.040929,creditcard,13.2923611111
72,1,4.52458,paypal,0.0
89,2,4.742303,creditcard,88.8368055556
1507,2,4.921349,creditcard,0.0
1666,1,4.057414,creditcard,0.122222222222
406,1,4.886641,paypal,0.0
199,1,4.836982,creditcard,0.0
12,1,4.52458,creditcard,0.157638888889
14,1,4.742303,creditcard,0.0
2000,1,4.886641,creditcard,0.0159722222222
1570,3,4.745402,creditcard,491.952777778
1724,1,4.742303,creditcard,323.270833333
61,1,4.836982,creditcard,59.9861111111
4,1,4.965339,paypal,0.0
2000,1,3.954522,paypal,86.5451388889
3,1,4.745402,creditcard,2.18958333333
31,2,4.921318,creditcard,1.03888888889
886,1,4.742303,creditcard,0.0
2000,1,4.52458,storecredit,0.0166666666667
1608,1,4.921349,creditcard,478.615277778
2000,1,4.965339,creditcard,0.0111111111111
2000,1,5.017904,creditcard,0.00138888888889
2000,1,4.745402,creditcard,592.702777778
1101,1,4.895263,creditcard,119.422222222
28,1,4.836982,creditcard,27.2277777778
1647,1,4.921318,creditcard,205.986111111
145,1,4.52458,paypal,144.621527778
190,1,4.886641,creditcard,0.0
78,1,5.017904,creditcard,77.9944444444
757,1,5.040929,creditcard,0.000694444444444
14,1,4.876771,paypal,0.0
1544,1,3.575983,creditcard,0.00902777777778
2000,1,4.876771,creditcard,249.302083333
22,1,4.742303,paypal,0.00277777777778
303,1,4.886641,creditcard,302.73125
1329,1,4.876771,creditcard,556.026388889
714,1,4.52458,creditcard,0.00138888888889
9,1,4.921318,creditcard,8.32222222222
123,1,4.921349,creditcard,0.0
2,1,3.954522,paypal,1.96527777778
1619,1,4.886641,creditcard,0.0
1623,1,2.596228,paypal,20.4104166667
2000,1,4.876771,creditcard,0.0
2000,1,5.034622,creditcard,0.000694444444444
1475,1,4.876771,paypal,109.861111111
1690,1,4.745402,creditcard,0.000694444444444
2000,1,3.954522,creditcard,859.618055556
206,1,4.461622,creditcard,0.0
2000,1,4.057414,creditcard,816.55625
817,1,4.836982,paypal,0.00208333333333
32,1,5.040929,paypal,0.0
813,1,4.742303,creditcard,0.000694444444444
5,1,4.876771,paypal,0.0
864,1,4.895263,creditcard,262.695833333
822,1,4.505662,creditcard,19.4451388889
2000,1,4.745402,paypal,0.0
1745,1,3.575983,creditcard,0.0111111111111
36,1,4.921349,creditcard,35.2527777778
985,1,4.748314,paypal,0.0
967,1,4.745402,creditcard,237.866666667
71,1,4.52458,paypal,70.7722222222
1106,1,4.461622,creditcard,0.873611111111
1,1,2.596228,paypal,0.0
52,1,3.066058,creditcard,0.0
450,1,4.742303,creditcard,323.853472222
299,1,4.748314,creditcard,0.0
97,1,4.921318,creditcard,44.2951388889
884,1,4.921318,creditcard,0.000694444444444
31,1,4.876771,paypal,0.0
376,1,4.895263,creditcard,0.0
2,1,4.461622,creditcard,0.0
179,1,4.745402,creditcard,0.00138888888889
1733,1,4.886641,creditcard,0.0
223,1,4.962055,paypal,52.8159722222
294,1,4.895263,creditcard,0.0
72,1,4.52458,creditcard,71.4951388889
266,1,4.886641,creditcard,0.0194444444444
1027,1,4.461622,creditcard,905.802083333
2000,1,5.034622,creditcard,0.11875
999,1,5.034622,creditcard,0.0
27,1,3.483951,creditcard,0.00208333333333
2000,1,5.034622,creditcard,0.0
2000,1,4.921349,creditcard,0.0
2000,1,4.742303,creditcard,0.0
127,1,5.017904,creditcard,0.0
869,1,4.745402,creditcard,249.703472222
1890,1,4.921349,creditcard,110.217361111
2000,1,4.921318,creditcard,108.846527778
3,1,4.886641,paypal,1.99861111111
11,1,5.040929,creditcard,0.0
16,1,4.748314,creditcard,15.96875
69,1,4.965339,creditcard,0.0
1108,1,4.886641,paypal,86.7895833333
2000,1,4.057414,storecredit,0.0
2000,1,5.040929,paypal,191.757638889
2,1,5.034622,paypal,0.0
1773,1,4.895263,paypal,0.0
205,1,4.461622,creditcard,204.746527778
12,1,4.886641,paypal,0.0
699,1,4.895263,paypal,151.604166667
44,1,5.034622,creditcard,43.4569444444
702,1,4.921349,paypal,0.0208333333333
1,1,4.748314,creditcard,0.0
4,1,5.034622,creditcard,0.0
1803,1,4.745402,storecredit,0.158333333333
658,1,4.748314,storecredit,1.25347222222
18,1,4.745402,creditcard,17.1020833333
1188,1,4.836982,creditcard,0.00138888888889
1847,1,4.921318,creditcard,0.000694444444444
532,1,5.017904,creditcard,101.211805556
1036,1,5.017904,creditcard,0.0
21,1,4.461622,paypal,20.6333333333
38,1,4.965339,paypal,0.0
2000,1,4.836982,creditcard,0.000694444444444
145,1,4.836982,creditcard,143.978472222
144,1,4.745402,creditcard,0.00208333333333
2000,1,5.040929,creditcard,0.00625
2000,1,4.836982,creditcard,0.175694444444
581,1,4.962055,creditcard,0.0513888888889
2000,1,5.040929,paypal,0.0833333333333
1697,1,5.017904,creditcard,0.0
1853,1,4.921349,creditcard,65.8125
1831,1,5.017904,creditcard,0.0
1417,1,5.017904,creditcard,0.00138888888889
5,1,4.876771,storecredit,0.0
1677,1,4.895263,creditcard,0.0
2000,1,4.962055,creditcard,0.00277777777778
1244,1,4.921349,creditcard,0.00277777777778
58,1,4.742303,creditcard,57.4972222222
719,1,4.461622,creditcard,0.0
1729,1,5.034622,paypal,318.154861111
335,1,4.836982,creditcard,0.000694444444444
836,1,4.886641,creditcard,0.0
707,1,5.034622,creditcard,0.0
159,1,4.461622,creditcard,0.000694444444444
25,1,5.017904,creditcard,0.0131944444444
2000,2,4.836982,creditcard,0.0
2000,1,5.034622,creditcard,1.92916666667
2000,1,5.040929,creditcard,689.166666667
71,1,4.748314,creditcard,70.5916666667
111,1,4.895263,paypal,1.93680555556
2000,1,3.954522,creditcard,2.45833333333
2000,1,4.745402,creditcard,0.00138888888889
2000,1,4.057414,creditcard,0.000694444444444
2000,1,3.575983,creditcard,1041.43333333
143,1,4.742303,creditcard,105.386805556
1341,1,4.461622,creditcard,0.0
1311,1,4.745402,creditcard,0.0
782,1,4.886641,creditcard,0.0
29,1,4.886641,creditcard,0.0
28,1,4.965339,creditcard,27.9659722222
2000,1,4.057414,paypal,84.6319444444
1664,1,5.040929,creditcard,0.00208333333333
2000,1,4.921318,creditcard,621.039583333
1,1,4.745402,storecredit,0.0
95,2,4.52458,creditcard,94.3701388889
474,1,4.057414,creditcard,67.59375
7,1,4.745402,creditcard,6.07569444444
906,1,4.745402,creditcard,0.0
1552,1,4.962055,paypal,0.0
77,1,4.836982,paypal,0.0
102,1,4.836982,paypal,0.0
985,1,4.921318,paypal,0.0
86,1,4.921318,creditcard,0.0583333333333
13,1,5.017904,creditcard,12.2277777778
3,1,4.895263,creditcard,2.87291666667
2000,1,5.040929,creditcard,281.424305556
1597,1,4.748314,paypal,0.00416666666667
162,1,4.886641,creditcard,0.0
218,1,4.962055,creditcard,217.894444444
591,1,4.962055,creditcard,0.0
57,1,4.748314,creditcard,0.000694444444444
11,1,4.52458,creditcard,10.0625
1501,1,5.017904,creditcard,241.406944444
667,1,5.040929,creditcard,0.000694444444444
1099,1,4.836982,creditcard,0.0
2000,1,4.742303,creditcard,1.03541666667
3,1,4.965339,creditcard,0.0
2000,1,4.895263,paypal,48.5090277778
10,1,4.505662,creditcard,9.97847222222
7,1,4.921318,creditcard,0.0
1097,1,5.017904,creditcard,0.00138888888889
1895,1,5.034622,creditcard,0.0
2000,1,4.921349,creditcard,0.0305555555556
1,1,4.742303,storecredit,0.00138888888889
1913,1,4.461622,storecredit,810.427777778
2000,1,5.017904,creditcard,658.865972222
35,1,4.745402,creditcard,0.0
1734,1,4.748314,creditcard,578.806944444
432,1,5.017904,creditcard,363.163888889
8,1,4.52458,creditcard,0.00138888888889
424,3,4.748314,creditcard,92.1333333333
2000,1,5.040929,creditcard,738.086111111
1670,1,4.461622,creditcard,514.025694444
2000,1,4.965339,creditcard,206.843055556
1517,1,4.965339,creditcard,0.0
2000,1,4.748314,creditcard,948.904861111
2000,1,4.965339,creditcard,820.093055556
107,1,4.962055,storecredit,0.0
2000,1,4.921349,paypal,0.876388888889
2000,1,4.742303,creditcard,0.0
613,1,4.886641,paypal,194.665972222
262,1,5.017904,paypal,1.98333333333
2000,1,4.745402,creditcard,0.0
2000,1,4.745402,creditcard,743.792361111
2000,1,4.895263,creditcard,311.559027778
8,1,4.836982,creditcard,7.75833333333
2000,1,4.836982,paypal,137.6125
109,1,4.836982,creditcard,100.522916667
1308,1,5.040929,creditcard,0.0
1273,1,4.836982,paypal,0.0340277777778
16,1,4.505662,creditcard,15.0868055556
1,1,5.017904,creditcard,0.0
234,1,4.886641,paypal,136.480555556
950,1,3.954522,creditcard,0.0
79,1,4.742303,creditcard,0.00138888888889
158,1,4.921349,paypal,0.0
56,1,4.461622,creditcard,55.7006944444
2000,1,5.034622,creditcard,611.096527778
598,1,4.921349,creditcard,0.0
37,1,4.748314,paypal,0.00972222222222
28,1,4.895263,paypal,27.8083333333
681,1,3.066058,creditcard,0.000694444444444
355,1,4.965339,paypal,0.075
3,1,5.040929,creditcard,0.0
173,1,4.836982,creditcard,0.0
61,1,3.954522,creditcard,48.5104166667
67,1,5.034622,creditcard,0.000694444444444
2,1,5.034622,creditcard,0.906944444444
2000,1,4.921318,paypal,0.00347222222222
115,1,4.962055,paypal,0.0
25,1,4.836982,creditcard,24.4479166667
239,1,4.745402,creditcard,228.514583333
57,1,4.895263,paypal,1.64236111111
1151,1,4.505662,creditcard,0.0
468,3,4.965339,creditcard,122.646527778
1,2,4.748314,paypal,0.0
1804,1,4.876771,creditcard,0.0375
1345,1,4.921349,creditcard,0.0
2000,1,4.52458,creditcard,0.00208333333333
828,1,5.034622,creditcard,0.0
12,1,4.745402,storecredit,0.0
2000,1,4.745402,paypal,0.00208333333333
1014,1,3.483951,paypal,1.90347222222
2000,1,5.040929,creditcard,0.0
783,1,4.921318,creditcard,0.159027777778
2,1,4.895263,creditcard,1.48055555556
2000,1,5.034622,storecredit,0.0
1265,5,5.017904,creditcard,1264.51666667
584,1,4.876771,creditcard,0.00138888888889
2000,1,4.965339,creditcard,0.00486111111111
1807,1,5.040929,paypal,0.0
865,1,5.040929,creditcard,112.11875
2000,1,4.876771,creditcard,0.0493055555556
1785,1,4.836982,creditcard,616.6625
2000,1,4.836982,creditcard,12.0506944444
97,1,5.034622,creditcard,0.0
83,1,4.52458,paypal,82.3729166667
277,1,4.745402,creditcard,0.000694444444444
4,1,4.745402,paypal,0.0
2,1,4.505662,creditcard,0.0
1791,1,4.748314,paypal,0.0
721,1,4.876771,creditcard,0.00138888888889
1964,1,4.876771,paypal,0.0
2000,1,5.040929,paypal,0.0
2,1,4.921349,creditcard,0.00486111111111
1193,1,4.886641,creditcard,312.110416667
2000,1,5.040929,creditcard,1182.00833333
177,1,4.921318,creditcard,176.923611111
317,1,4.921349,creditcard,104.860416667
1722,1,4.895263,creditcard,0.0236111111111
36,1,4.748314,creditcard,0.253472222222
163,1,4.461622,creditcard,162.626388889
687,1,4.886641,creditcard,655.709722222
14,2,4.748314,creditcard,0.00138888888889
251,1,5.040929,paypal,0.0
267,1,4.745402,creditcard,31.9826388889
137,1,5.034622,creditcard,118.397916667
382,1,5.034622,creditcard,0.000694444444444
2000,1,4.748314,paypal,0.89375
1340,1,5.017904,paypal,935.207638889
2000,1,4.745402,creditcard,1006.69097222
2000,1,4.836982,paypal,126.731944444
2000,1,5.034622,creditcard,910.997222222
108,1,4.921349,creditcard,0.000694444444444
17,1,4.886641,storecredit,0.0
2000,1,4.965339,creditcard,0.00486111111111
2000,1,4.921318,creditcard,575.955555556
1626,1,4.921349,creditcard,0.0
1,1,4.057414,paypal,0.0
79,1,3.954522,creditcard,0.329166666667
972,1,4.965339,creditcard,940.391666667
1767,1,4.745402,creditcard,1074.77569444
1341,1,4.52458,creditcard,243.190972222
2000,1,4.505662,paypal,778.434027778
2000,1,5.040929,creditcard,123.566666667
41,1,4.921349,storecredit,40.8631944444
2000,1,4.876771,creditcard,0.128472222222
55,1,5.017904,creditcard,0.0
4,1,4.962055,paypal,0.0
83,1,3.066058,paypal,82.9375
490,1,5.017904,creditcard,3.1625
2000,1,4.962055,creditcard,0.00208333333333
1107,1,4.748314,creditcard,0.0
916,1,4.886641,creditcard,0.00138888888889
4,1,4.745402,paypal,0.115972222222
1,1,2.94894,creditcard,0.00138888888889
2000,1,4.461622,creditcard,2.29722222222
2000,1,4.505662,storecredit,0.0
1211,1,4.886641,creditcard,0.0
197,2,4.748314,creditcard,0.0340277777778
397,1,4.895263,creditcard,0.0
1708,1,5.034622,creditcard,1334.10277778
1650,1,4.886641,creditcard,0.000694444444444
1830,1,3.954522,storecredit,0.0
32,1,4.52458,creditcard,31.9888888889
688,1,3.483951,creditcard,0.0
84,1,4.836982,paypal,83.0944444444
1726,1,4.921318,paypal,0.0
2000,1,4.876771,paypal,0.0
2000,1,4.965339,creditcard,1979.21319444
297,1,4.745402,creditcard,206.515972222
1596,1,4.876771,creditcard,0.0
2000,2,4.52458,creditcard,3.76319444444
71,1,4.876771,creditcard,0.0
19,1,4.962055,creditcard,0.000694444444444
760,1,5.040929,creditcard,0.000694444444444
17,1,4.742303,creditcard,0.0
2000,1,4.895263,creditcard,1.82222222222
741,1,3.483951,creditcard,145.420833333
44,1,4.745402,creditcard,0.0
1,1,3.066058,creditcard,0.0
86,1,4.52458,creditcard,85.0479166667
1085,1,5.017904,storecredit,0.00277777777778
562,1,5.017904,creditcard,0.000694444444444
29,2,4.461622,paypal,28.80625
1938,1,4.921349,creditcard,0.0
2000,1,4.876771,storecredit,0.0
2000,1,4.52458,creditcard,0.161805555556
2000,1,4.461622,creditcard,0.0
579,1,4.836982,creditcard,0.0
1284,1,4.921318,creditcard,0.0840277777778
2000,1,5.040929,creditcard,902.263194444
915,1,4.895263,paypal,823.201388889
158,1,4.962055,creditcard,157.063194444
2000,1,5.040929,creditcard,0.333333333333
151,1,4.836982,creditcard,0.0
2000,1,5.017904,paypal,462.105555556
311,1,4.52458,paypal,310.025
1941,1,4.057414,creditcard,207.941666667
2000,1,5.040929,paypal,843.051388889
90,1,4.52458,creditcard,89.875
2000,1,4.745402,creditcard,1781.88263889
450,1,5.017904,creditcard,0.000694444444444
13,1,4.505662,creditcard,0.0
5,2,4.895263,creditcard,4.92291666667
16,1,4.876771,creditcard,14.3138888889
2000,1,4.921349,paypal,907.120138889
799,1,5.034622,paypal,0.0
782,1,4.921318,creditcard,0.0
442,1,4.965339,creditcard,441.684027778
2000,1,4.505662,paypal,0.0
2000,1,5.034622,creditcard,0.00347222222222
1812,1,5.017904,creditcard,1590.95555556
3,1,4.921318,creditcard,2.21111111111
989,1,5.034622,creditcard,568.534027778
27,1,4.505662,storecredit,0.0
1921,1,5.034622,paypal,0.0444444444444
2000,1,5.040929,storecredit,3.34791666667
813,1,4.965339,creditcard,0.0
2000,1,4.921318,creditcard,36.9548611111
1288,1,4.461622,creditcard,266.590972222
1755,1,4.962055,creditcard,0.0
68,1,4.836982,creditcard,0.0
2000,1,5.034622,creditcard,0.0
3,1,4.057414,creditcard,2.17083333333
2000,1,4.748314,creditcard,0.0
116,1,4.921349,paypal,0.0
654,2,4.876771,creditcard,0.00138888888889
2000,1,5.040929,storecredit,1.35069444444
1634,1,4.836982,creditcard,87.0590277778
259,1,3.954522,creditcard,215.635416667
1001,1,4.836982,creditcard,10.9090277778
76,2,4.876771,paypal,0.0243055555556
676,1,4.836982,creditcard,3.00694444444
2000,1,4.505662,paypal,0.0
306,1,4.886641,creditcard,305.922222222
637,1,4.921349,creditcard,0.0
95,1,4.52458,creditcard,94.6743055556
32,1,4.745402,storecredit,0.0
529,10,4.962055,creditcard,121.768055556
1975,1,4.876771,creditcard,37.3486111111
2,1,4.965339,creditcard,0.0
71,1,5.017904,creditcard,0.0
595,1,4.921318,creditcard,0.0
836,1,5.017904,paypal,0.000694444444444
13,1,4.876771,creditcard,12.1180555556
3,1,3.575983,creditcard,0.000694444444444
1764,1,4.962055,paypal,244.647916667
2000,1,4.52458,creditcard,0.0
1119,1,4.886641,paypal,0.0
2000,1,4.057414,creditcard,690.055555556
116,1,5.017904,creditcard,0.0
1108,1,3.483951,paypal,0.0
98,1,4.921318,creditcard,0.0
227,1,4.921349,creditcard,41.9576388889
1108,1,4.742303,creditcard,0.0
2000,1,5.034622,creditcard,970.079166667
14,1,4.886641,creditcard,0.000694444444444
2,1,4.836982,creditcard,1.96736111111
2000,1,4.52458,creditcard,0.0
2000,1,4.836982,paypal,166.854861111
1269,1,4.965339,creditcard,0.0
82,1,4.52458,creditcard,81.6743055556
6,1,4.962055,creditcard,0.0
87,1,5.017904,paypal,86.2611111111
2000,1,5.040929,creditcard,1274.12361111
1667,1,4.886641,creditcard,0.0
205,1,4.461622,creditcard,204.88125
609,1,4.921349,creditcard,517.994444444
2000,1,4.921318,storecredit,19.7944444444
16,1,3.575983,creditcard,15.2020833333
2000,1,4.962055,paypal,0.0
2000,1,5.040929,paypal,784.095833333
293,1,4.52458,creditcard,38.3618055556
1067,1,4.057414,creditcard,27.5951388889
2000,1,4.876771,paypal,1384.36666667
967,1,4.921318,creditcard,0.00694444444444
694,1,4.962055,creditcard,0.0548611111111
2000,1,4.836982,paypal,137.608333333
100,1,4.745402,creditcard,99.1180555556
1787,1,4.876771,creditcard,0.461805555556
107,1,4.748314,creditcard,106.985416667
3,1,4.057414,paypal,2.29375
47,1,4.962055,paypal,46.1493055556
1342,1,4.965339,paypal,711.129166667
187,1,4.921318,creditcard,0.0
48,1,5.017904,creditcard,47.06875
29,1,4.876771,creditcard,0.0166666666667
3,1,5.034622,creditcard,0.0
75,1,4.965339,creditcard,0.00138888888889
847,1,5.034622,creditcard,0.0
90,1,4.836982,creditcard,0.0
199,1,5.034622,paypal,197.858333333
85,1,4.895263,creditcard,84.7708333333
626,1,4.52458,creditcard,0.0
369,1,4.742303,creditcard,0.0
3,1,4.962055,creditcard,0.0
1291,1,4.52458,creditcard,0.00486111111111
407,1,4.921349,paypal,0.0
1739,1,4.836982,creditcard,0.000694444444444
20,1,4.748314,creditcard,0.0
2000,2,4.962055,creditcard,0.0
2000,1,4.886641,creditcard,350.457638889
303,1,4.886641,paypal,0.000694444444444
804,1,4.461622,creditcard,0.0
750,1,4.965339,paypal,0.0
997,1,4.876771,creditcard,0.000694444444444
2000,1,4.876771,creditcard,1.13680555556
317,1,4.895263,creditcard,158.014583333
2000,1,5.017904,creditcard,985.083333333
1135,1,4.962055,creditcard,0.000694444444444
2000,1,4.962055,creditcard,23.7916666667
1237,1,4.965339,paypal,0.0
2000,1,4.895263,creditcard,0.00347222222222
2000,1,4.895263,creditcard,491.711805556
119,1,4.876771,paypal,99.0354166667
126,1,5.040929,creditcard,125.315277778
108,1,5.040929,paypal,62.9840277778
2,3,4.52458,paypal,1.13125
1583,1,4.921349,paypal,303.804861111
4,1,4.745402,creditcard,1.69791666667
2000,1,4.461622,storecredit,860.017361111
31,1,5.034622,creditcard,0.0
632,1,4.876771,creditcard,0.0
1613,1,4.886641,paypal,0.0
2000,1,5.017904,creditcard,243.1375
1059,1,4.965339,paypal,0.0
1,1,4.921318,creditcard,0.0
2000,1,4.962055,creditcard,1066.59652778
2000,1,4.876771,creditcard,0.0479166666667
2000,1,2.596228,paypal,0.0
28,1,4.876771,creditcard,0.0
43,1,4.921318,paypal,42.1444444444
267,1,5.040929,paypal,0.000694444444444
1521,1,4.748314,creditcard,0.00972222222222
2000,1,3.483951,creditcard,0.451388888889
1605,2,4.921349,creditcard,0.0
2000,1,4.461622,creditcard,0.380555555556
2000,1,4.886641,creditcard,415.907638889
523,1,4.52458,storecredit,0.961805555556
46,1,4.836982,creditcard,0.0423611111111
1021,1,4.748314,creditcard,270.652777778
7,1,4.895263,paypal,6.64166666667
831,1,4.965339,creditcard,0.000694444444444
2000,1,3.954522,paypal,709.479861111
1547,1,5.017904,creditcard,20.1833333333
2000,1,4.748314,creditcard,1511.57569444
500,1,5.040929,creditcard,0.000694444444444
2,1,5.017904,creditcard,0.0263888888889
2000,1,2.94894,paypal,314.5125
2000,1,4.921318,creditcard,0.0819444444444
2000,1,4.895263,creditcard,0.0
874,1,5.017904,paypal,0.0
1353,1,4.921318,creditcard,0.000694444444444
4,1,5.017904,storecredit,0.0
67,1,4.52458,creditcard,66.3715277778
2000,1,4.836982,creditcard,2.9625
1,1,4.748314,paypal,0.0
2000,1,4.745402,creditcard,809.865972222
564,1,4.921349,paypal,547.859722222
2000,1,4.921349,paypal,0.0
208,1,4.742303,creditcard,0.00347222222222
3,1,4.895263,creditcard,0.00277777777778
956,1,4.921318,paypal,925.159027778
1041,1,4.057414,creditcard,0.0180555555556
1961,1,4.745402,creditcard,95.8770833333
101,1,5.034622,paypal,0.0
1436,1,4.505662,paypal,49.4145833333
604,1,4.745402,creditcard,132.743055556
49,2,5.034622,creditcard,0.0
2,1,4.748314,storecredit,1.13680555556
509,1,4.836982,creditcard,0.0
12,1,4.52458,creditcard,11.2715277778
582,1,5.017904,creditcard,0.000694444444444
2000,1,4.895263,creditcard,0.0
6,1,4.965339,paypal,0.000694444444444
2000,1,4.962055,creditcard,671.780555556
1144,1,4.461622,paypal,1060.59027778
104,1,4.921318,creditcard,0.0
179,1,4.895263,creditcard,0.00138888888889
29,1,4.745402,creditcard,0.0
2000,1,4.895263,creditcard,0.0
1215,1,4.921318,paypal,849.411111111
2000,1,4.742303,creditcard,1014.38055556
2000,1,4.886641,creditcard,0.0
2000,1,5.040929,paypal,458.122916667
136,1,4.886641,paypal,0.00208333333333
1248,1,2.94894,creditcard,0.0
23,1,4.461622,creditcard,0.0
15,1,4.836982,paypal,0.000694444444444
253,1,4.505662,creditcard,0.00138888888889
1764,1,4.962055,paypal,0.00138888888889
1776,1,4.921349,creditcard,2.02638888889
1564,1,4.886641,paypal,54.0
78,2,5.017904,creditcard,62.49375
571,1,4.745402,storecredit,570.601388889
1473,1,4.745402,creditcard,406.725
257,1,4.965339,creditcard,256.143055556
2000,1,5.017904,paypal,1438.06736111
1565,1,4.52458,creditcard,0.000694444444444
2000,1,4.057414,creditcard,0.00486111111111
22,1,4.748314,paypal,16.1430555556
8,1,4.52458,paypal,7.22847222222
109,2,4.52458,paypal,108.746527778
185,1,4.886641,paypal,184.104166667
12,1,4.836982,paypal,11.7520833333
2000,1,4.895263,paypal,12.5958333333
1882,1,3.575983,paypal,628.375
1640,1,4.895263,storecredit,246.623611111
1565,1,5.034622,creditcard,173.726388889
1295,1,4.965339,creditcard,0.0
2000,1,4.921318,creditcard,277.174305556
3,1,5.034622,paypal,0.923611111111
863,1,4.745402,creditcard,573.776388889
5,1,5.017904,creditcard,0.0
462,1,4.52458,creditcard,451.9125
93,1,4.52458,creditcard,0.790277777778
209,1,4.895263,creditcard,0.0180555555556
2000,1,5.034622,creditcard,145.286111111
2000,1,4.886641,paypal,25.5236111111
198,1,4.836982,creditcard,0.0
54,1,4.836982,creditcard,20.1340277778
274,1,4.742303,creditcard,0.000694444444444
159,1,4.52458,creditcard,19.3416666667
46,1,4.52458,storecredit,45.0625
1500,2,4.965339,creditcard,0.0
2000,1,4.505662,paypal,1622.99861111
2000,1,4.52458,creditcard,375.315972222
92,1,4.52458,creditcard,91.3736111111
38,1,4.505662,creditcard,0.0
1739,1,4.886641,creditcard,6.76875
756,1,4.742303,creditcard,0.459722222222
2000,1,4.886641,storecredit,476.645833333
236,1,3.575983,creditcard,235.495138889
560,1,4.748314,paypal,0.0
2000,1,4.748314,creditcard,0.0
763,1,4.921349,creditcard,515.909027778
1723,1,4.742303,creditcard,158.588194444
4,1,4.461622,paypal,3.65694444444
2000,1,5.040929,creditcard,134.229166667
579,1,4.745402,creditcard,547.567361111
10,1,4.742303,paypal,0.0590277777778
22,1,4.745402,creditcard,21.0069444444
2000,1,4.057414,creditcard,2.16041666667
85,1,4.505662,creditcard,0.0
5,1,5.034622,creditcard,0.0368055555556
19,1,4.748314,creditcard,0.0
2000,1,4.057414,paypal,400.589583333
610,1,5.040929,creditcard,537.171527778
2000,1,4.921349,paypal,154.085416667
1597,1,4.965339,creditcard,1118.89305556
33,1,5.040929,paypal,32.5486111111
581,1,4.876771,creditcard,0.000694444444444
339,1,4.836982,paypal,0.0
1,1,4.748314,creditcard,0.000694444444444
1941,1,4.921349,creditcard,0.00208333333333
2000,1,4.505662,paypal,1457.49097222
157,1,4.461622,creditcard,0.0
464,2,4.921318,paypal,0.00208333333333
2000,1,4.876771,creditcard,90.3722222222
790,1,4.742303,creditcard,211.008333333
117,1,4.921349,creditcard,3.08611111111
1727,1,4.921318,creditcard,0.00416666666667
2000,1,4.745402,creditcard,556.886805556
10,1,4.886641,paypal,0.0
22,1,4.836982,paypal,21.0201388889
2,1,4.921318,creditcard,1.92013888889
4,1,5.017904,creditcard,0.0
2000,1,4.836982,creditcard,364.63125
1,1,4.748314,creditcard,0.000694444444444
507,1,4.745402,creditcard,0.000694444444444
1300,1,4.748314,creditcard,0.0
92,1,4.886641,creditcard,91.93125
1176,1,4.895263,paypal,0.0
954,1,4.836982,storecredit,0.0
979,1,5.034622,creditcard,0.0
2000,1,4.921318,paypal,415.963194444
2000,1,4.505662,creditcard,0.0
1059,1,4.461622,paypal,0.0
3,1,4.057414,creditcard,2.1625
2000,1,3.954522,creditcard,1.45833333333
3,1,4.921349,creditcard,0.0
2000,1,4.895263,creditcard,372.628472222
520,1,4.895263,creditcard,0.0
1083,1,4.895263,creditcard,0.0
721,1,4.962055,creditcard,720.834722222
308,1,3.954522,creditcard,97.8444444444
1200,1,5.034622,creditcard,0.00833333333333
248,1,4.921318,paypal,0.0
1990,1,5.040929,creditcard,210.171527778
2000,1,4.748314,creditcard,0.0604166666667
1025,1,4.921318,creditcard,0.0
1045,1,4.748314,paypal,36.0729166667
178,1,4.836982,creditcard,1.77083333333
4,1,4.505662,creditcard,0.0
2,1,4.836982,creditcard,0.0
2000,1,2.596228,creditcard,561.511111111
2000,1,4.921349,creditcard,2.01041666667
233,1,4.52458,creditcard,0.0222222222222
2000,1,5.017904,creditcard,0.09375
30,1,4.505662,creditcard,29.0770833333
3,1,4.962055,creditcard,0.0
531,1,5.017904,creditcard,0.0229166666667
365,1,5.017904,creditcard,0.0
2000,1,4.876771,creditcard,0.0
1047,1,4.876771,storecredit,0.0
86,1,4.52458,creditcard,62.0166666667
724,1,4.965339,creditcard,0.113888888889
137,1,4.745402,storecredit,41.5368055556
902,1,4.886641,creditcard,0.0
186,2,4.921318,creditcard,185.245833333
1525,3,4.057414,creditcard,1524.43194444
34,1,4.921318,paypal,0.0
7,1,5.034622,paypal,0.000694444444444
2000,1,4.965339,creditcard,0.0
2000,1,5.040929,storecredit,380.171527778
11,1,4.876771,creditcard,0.0
108,1,4.057414,paypal,0.0
349,1,4.895263,paypal,0.0
31,1,4.921349,creditcard,30.01875
152,1,4.52458,creditcard,0.0152777777778
11,1,4.886641,creditcard,0.00277777777778
247,1,4.886641,creditcard,228.609027778
